numTreatments,instCode,journals,dois,country,name,type,country_name,region
14,UAT,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.58.12919;10.3897/zookeys.974.54536;10.3897/jhr.55.11452,MX,Universidad Autónoma de Tamaulipas,HERBARIUM,Mexico,GS
8,NMK,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.61.21015;10.3897/zookeys.725.15059;10.3897/zookeys.963.53470,KE,National Museums of Kenya,MUSEUM,Kenya,GS
7,ELMU,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.63.23671;10.3897/jhr.80.56178;10.3897/zookeys.990.55542,,,,,
65,NMBE,Journal of Hymenoptera Research;ZooKeys;Subterranean Biology,10.3897/jhr.63.12754;10.3897/zookeys.795.29339;10.3897/zookeys.529.6139;10.3897/zookeys.675.12453;10.3897/subtbiol.36.58977;10.3897/zookeys.769.25258,CH,Naturhistorisches Museum der Burgergemeinde Bern,MUSEUM,Switzerland,GN
20,NMP,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.63.12754;10.3897/zookeys.753.22366;10.3897/zookeys.615.9179;10.3897/zookeys.1024.56927;10.3897/zookeys.1035.65767,CZ,National Museum (Prague),,Czechia,GN
11,UCFC,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.64.24282;10.3897/zookeys.787.26948,US,University of Central Florida,,United States,GN
63,NHM,Journal of Hymenoptera Research;ZooKeys;Nota Lepidopterologica;Zoosystematics and Evolution;Deutsche Entomologische Zeitschrift,10.3897/jhr.67.28810;10.3897/zookeys.777.24729;10.3897/zookeys.707.12649;10.3897/nl.40.10440;10.3897/zookeys.935.50492;10.3897/zookeys.679.12547;10.3897/zookeys.675.13252;10.3897/zookeys.1008.60704;10.3897/zse.97.59143;10.3897/zookeys.1025.60442;10.3897/JHR.46.5155;10.3897/dez.63.8386;10.3897/zookeys.623.10205;10.3897/zookeys.592.8118;10.3897/zookeys.571.7356,GB,University of Nottingham,HERBARIUM,United Kingdom,GN
71,MZLU,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.67.28810;10.3897/zookeys.778.25775;10.3897/zookeys.565.7185;10.3897/zookeys.963.53470;10.3897/zookeys.648.10935;10.3897/zookeys.579.7716;10.3897/zookeys.1019.60364,,,,,
16,RPSP,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.67.29733;10.3897/zookeys.539.6529;10.3897/jhr.81.60048,BR,Universidade de Sao Paulo,,Brazil,GS
6,NBCN,Journal of Hymenoptera Research,10.3897/jhr.68.30131,,,,,
2,GXNU,Journal of Hymenoptera Research,10.3897/jhr.68.30784,,,,,
14,BME,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.70.34206;10.3897/jhr.81.60048;10.3897/zookeys.851.31802,,,,,
8,MSNVE,Journal of Hymenoptera Research,10.3897/jhr.71.35754,,,,,
17,MNHNPY,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.71.35754;10.3897/zookeys.648.10935,,,,,
2,CNUB,Journal of Hymenoptera Research,10.3897/jhr.72.35502;10.3897/jhr.81.57792,,,,,
29,ZJUH,Journal of Hymenoptera Research;Deutsche Entomologische Zeitschrift;ZooKeys,10.3897/jhr.72.39333;10.3897/dez.67.57668;10.3897/zookeys.1038.55258;10.3897/zookeys.1038.64978;10.3897/JHR.45.5069;10.3897/zookeys.722.14799;10.3897/zookeys.639.10893;10.3897/zookeys.629.10167,,,,,
2,LP,Journal of Hymenoptera Research,10.3897/jhr.72.38908,RU,Laboratory of Palaeontology,,Russian Federation,GN
10,MZUCR,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.72.38908;10.3897/zookeys.1019.60364;10.3897/zookeys.629.10828;10.3897/zookeys.628.9805;10.3897/zookeys.1032.63431,,"Universidad de Costa Rica, Museo de Zoologia",,,
4,ZSIC,Journal of Hymenoptera Research,10.3897/jhr.73.34262,IO,Zoological Survey of India,,British Indian Ocean Territory,GS
4,CEAM,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.73.38025;10.3897/zookeys.579.7716,MX,Centro de Entomologica y Acarologia,,Mexico,GS
6,MNNC,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.795.27070;10.3897/nl.41.28570;10.3897/nl.42.38341;10.3897/nl.43.57965,CL,"Museo Nacional de Historia Natural, Santiago",,Chile,GS
35,ANSP,ZooKeys;Zoosystematics and Evolution;Journal of Orthoptera Research,10.3897/zookeys.795.29339;10.3897/zookeys.794.26789;10.3897/zse.95.33880;10.3897/zookeys.675.12453;10.3897/zookeys.601.9040;10.3897/zookeys.594.7750;10.3897/jor.28.30143,US,Academy of Natural Sciences,HERBARIUM,United States,GN
49,UF,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.795.29339;10.3897/zookeys.794.26789;10.3897/zookeys.790.28134;10.3897/zookeys.780.25859;10.3897/zookeys.780.26388;10.3897/zookeys.842.33052;10.3897/zookeys.614.8807;10.3897/zookeys.675.12453;10.3897/zookeys.617.10040;10.3897/zookeys.595.8626;10.3897/zse.97.59143,US,"Florida Museum of Natural History- Zoology, Paleontology & Paleobotany",MUSEUM,United States,GN
38,CM,ZooKeys,10.3897/zookeys.795.29339;10.3897/zookeys.675.12453;10.3897/zookeys.562.6124,CN,Chongqing Museum,,China,GS
6,MUPADI,ZooKeys,10.3897/zookeys.795.29339,,,,,
25,DHMECN,ZooKeys,10.3897/zookeys.794.26936;10.3897/zookeys.852.24557;10.3897/zookeys.766.24523;10.3897/zookeys.751.20541,,,,,
59,QCAZ,ZooKeys;Evolutionary Systematics,10.3897/zookeys.794.26936;10.3897/zookeys.777.26017;10.3897/zookeys.766.24523;10.3897/zookeys.726.13864;10.3897/zookeys.673.12108;10.3897/evolsyst.1.14969;10.3897/zookeys.593.8063;10.3897/zookeys.993.53559;10.3897/zookeys.606.9121;10.3897/zookeys.546.6533,EC,"Museo de Zoologia, Pontificia Universidad Catolica del Ecuador",MUSEUM,Ecuador,GS
2,UVC,ZooKeys,10.3897/zookeys.794.26936,CO,"Coleccion de Anfibios y Reptiles, Universidad del Valle, Cali",,Colombia,GS
28,ZUEC,ZooKeys,10.3897/zookeys.794.26789;10.3897/zookeys.786.27382;10.3897/zookeys.571.5983;10.3897/zookeys.561.7263;10.3897/zookeys.546.6175,BR,Museu de Zoologia da Universidade Estadual de Campinas,,Brazil,GS
18,MECN,ZooKeys,10.3897/zookeys.793.26712;10.3897/zookeys.780.26977;10.3897/zookeys.707.20759;10.3897/zookeys.593.8063;10.3897/zookeys.640.10344;10.3897/zookeys.594.8295,EC,Museo Ecuadoriano de Ciencias Naturales,,Ecuador,GS
18,UMSP,ZooKeys,10.3897/zookeys.793.26712;10.3897/zookeys.780.26977;10.3897/zookeys.640.10344;10.3897/zookeys.984.53587,US,University of Minnesota Insect Collection,UNIVERSITY_COLLEGE,United States,GN
39,ZMUM,ZooKeys,10.3897/zookeys.793.29221;10.3897/zookeys.742.23471;10.3897/zookeys.725.22014;10.3897/zookeys.669.12561;10.3897/zookeys.693.14769;10.3897/zookeys.577.7825;10.3897/zookeys.833.32413;10.3897/zookeys.898.39265;10.3897/zookeys.761.24214;10.3897/zookeys.760.24837;10.3897/zookeys.722.21192;10.3897/zookeys.625.8711;10.3897/zookeys.1040.66209,CN,"Zoological Museum, University of Amoy",,China,GS
2,PSU,ZooKeys,10.3897/zookeys.793.29221;10.3897/zookeys.693.14769,TH,Prince of Songkla University,HERBARIUM,Thailand,GS
59,MNCR,ZooKeys,10.3897/zookeys.792.28034;10.3897/zookeys.863.33183;10.3897/zookeys.668.11350;10.3897/zookeys.631.10718;10.3897/zookeys.617.9178;10.3897/zookeys.1001.58447;10.3897/zookeys.1024.56927,CR,Museo Nacional de Costa Rica,,Costa Rica,GS
61,MPEG,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.790.24745;10.3897/zookeys.778.25775;10.3897/zookeys.753.20805;10.3897/zookeys.726.19778;10.3897/zookeys.589.7951;10.3897/zookeys.648.10935;10.3897/zookeys.622.8682;10.3897/zookeys.571.5983;10.3897/zookeys.1031.56035;10.3897/zookeys.1031.62181;10.3897/jhr.81.60048,BR,Museu Paraense Emilio Goeldi,,Brazil,GS
4,DBET,ZooKeys,10.3897/zookeys.789.27022;10.3897/zookeys.523.6103;10.3897/zookeys.899.46933,,,,,
2,NHMC,ZooKeys,10.3897/zookeys.789.27022,MM,"Natural History Museum, Rangoon",,Myanmar,GN
3,EMIH,ZooKeys,10.3897/zookeys.789.26165,,,,,
7,MSU,ZooKeys;MycoKeys,10.3897/zookeys.788.26282;10.3897/mycokeys.30.22887;10.3897/zookeys.1027.54888,PH,"Mindanao State University, Tawi-Tawi College of Technology and Oceanography",,Philippines,GS
2,SDMC,ZooKeys,10.3897/zookeys.788.26282,,,,,
1,CSUC,ZooKeys,10.3897/zookeys.788.26282,,"California State University, Chico, Vertebrate Museum",,,
1,DNHC,ZooKeys,10.3897/zookeys.788.26282,,,,,
25,UAIC,ZooKeys,10.3897/zookeys.788.26885;10.3897/zookeys.1007.60012,,"University of Alabama, Ichthyological Collection",,,
32,CUAC,ZooKeys,10.3897/zookeys.787.26948;10.3897/zookeys.688.19867;10.3897/zookeys.685.13811;10.3897/zookeys.656.10738,US,Clemson University Arthropod Collection,UNIVERSITY_COLLEGE,United States,GN
97,LSAM,ZooKeys,10.3897/zookeys.787.26948;10.3897/zookeys.685.13811;10.3897/zookeys.1001.58447;10.3897/zookeys.1016.61397,US,Louisiana State Arthropod Museum,,United States,GN
18,TMMC,ZooKeys,10.3897/zookeys.787.26948,US,Texas Memorial Museum,,United States,GN
17,ASUIC,ZooKeys,10.3897/zookeys.787.26948,,,,,
5,UAAM,ZooKeys,10.3897/zookeys.787.26948,US,"The Arthropod Museum, University of Arkansas",,United States,GN
2,PSUNHM,ZooKeys,10.3897/zookeys.787.28098,,,,,
32,AMS,ZooKeys,10.3897/zookeys.786.28539;10.3897/zookeys.756.24397;10.3897/zookeys.864.34521;10.3897/zookeys.521.5995;10.3897/zookeys.740.22712;10.3897/zookeys.638.10883;10.3897/zookeys.562.6052,,,,,
2,AIM,ZooKeys,10.3897/zookeys.786.28539,NZ,Auckland Institute and Museum,,New Zealand,GN
3,NMNZ,ZooKeys,10.3897/zookeys.786.28539;10.3897/zookeys.740.22712,NZ,Museum of New Zealand Te Papa Tongarewa,MUSEUM,New Zealand,GN
1,USC,ZooKeys,10.3897/zookeys.786.26553,US,University of Southern California,HERBARIUM,United States,GN
7,NMNHS,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.786.28386;10.3897/zookeys.687.13844;10.3897/zookeys.1004.58537;10.3897/nl.39.6760;10.3897/nl.43.54508,,,,,
1,IZB,ZooKeys,10.3897/zookeys.786.28386,,,,,
54,VMNH,ZooKeys,10.3897/zookeys.786.27631;10.3897/zookeys.1027.54888;10.3897/zookeys.1030.62544,US,Virginia Museum of Natural History,,United States,GN
1,DZUS,ZooKeys,10.3897/zookeys.785.28006,,,,,
1,ENMU,ZooKeys,10.3897/zookeys.785.26674,US,Eastern New Mexico University Natural History Museum,,United States,GN
5,QCAZ-I,ZooKeys,10.3897/zookeys.781.22841,,,,,
1,BFUC,ZooKeys,10.3897/zookeys.781.25713,,,,,
22,KIZ,ZooKeys,10.3897/zookeys.781.27354;10.3897/zookeys.744.21742;10.3897/zookeys.665.11609;10.3897/zookeys.646.11049;10.3897/zookeys.968.56677;10.3897/zookeys.1009.59693;10.3897/zookeys.1018.61033;10.3897/zookeys.734.21153,CN,"Kunming Institute of Zoology, Chinese Academy of Sciences",,China,GS
34,SEHU,ZooKeys;Deutsche Entomologische Zeitschrift;Journal of Hymenoptera Research,10.3897/zookeys.781.27354;10.3897/zookeys.665.11609;10.3897/zookeys.912.47719;10.3897/dez.68.59641;10.3897/jhr.53.11027;10.3897/zookeys.990.55542,JP,"Laboratory of Systematic Entomology, The Hokkaido University Museum, Hokkaido University, Sapporo, Japan",,Japan,GN
5,KPSP,ZooKeys,10.3897/zookeys.781.27354;10.3897/zookeys.665.11609,,,,,
1,ITBC,ZooKeys,10.3897/zookeys.781.27354,,,,,
3,MUHNAC,ZooKeys,10.3897/zookeys.780.25859,,,,,
3,UASC,ZooKeys,10.3897/zookeys.780.26977,BO,"Museo de Historia Natural ""Noel Kempff Mercado""",,"Bolivia, Plurinational State of",GN
46,AEIC,ZooKeys,10.3897/zookeys.778.25775,US,American Entomological Institute,,United States,GN
22,UCDC,ZooKeys,10.3897/zookeys.778.25775;10.3897/zookeys.528.6001,US,R. M. Bohart Museum of Entomology,MUSEUM,United States,GN
101,MIZA,ZooKeys,10.3897/zookeys.778.25775;10.3897/zookeys.768.24423;10.3897/zookeys.705.19815;10.3897/zookeys.658.10928;10.3897/zookeys.580.8153;10.3897/zookeys.622.9155;10.3897/zookeys.669.11773;10.3897/zookeys.744.22766;10.3897/zookeys.1019.59881,VE,Museo del Instituto de Zoologia Agricola Francisco Fernandez Yepez,MUSEUM,"Venezuela, Bolivarian Republic of",GN
63,IAVH,ZooKeys,10.3897/zookeys.778.25775;10.3897/zookeys.648.10935,CO,Instituto de Ivestigacion de los Recursos Biologicos Alexander von Humboldt,,Colombia,GS
16,NECJU,ZooKeys,10.3897/zookeys.777.24729;10.3897/zookeys.935.49843,,,,,
21,BORN,ZooKeys,10.3897/zookeys.777.23212;10.3897/zookeys.907.36563,MY,"Institute for Tropical Biology and Conservation, Borneensis",,Malaysia,GS
1,AZMI,ZooKeys,10.3897/zookeys.777.26745,,,,,
18,MMUE,ZooKeys,10.3897/zookeys.777.26745;10.3897/zookeys.906.47978;10.3897/zookeys.1035.65767,GB,Museum of Manchester University,,United Kingdom,GN
1,ZUCT,ZooKeys,10.3897/zookeys.777.26745,,,,,
10,SYS,ZooKeys;PhytoKeys,10.3897/zookeys.776.22925;10.3897/zookeys.986.47989;10.3897/zookeys.991.54935;10.3897/zookeys.995.55939;10.3897/phytokeys.146.50728;10.3897/phytokeys.176.65443,CN,Zhongshan (Sun Yatsen) University,HERBARIUM,China,GS
14,CIB,ZooKeys,10.3897/zookeys.776.22925;10.3897/zookeys.1025.62305;10.3897/zookeys.1036.56919;10.3897/zookeys.594.8768;10.3897/zookeys.615.9179,CN,Chengdu Institute of Biology,,China,GS
4,KSU,ZooKeys,10.3897/zookeys.774.25273,SA,King Saud University,HERBARIUM,Saudi Arabia,GS
7,MZU,ZooKeys,10.3897/zookeys.773.24878;10.3897/zookeys.643.11093,,,,,
31,NZCS,ZooKeys,10.3897/zookeys.768.24423;10.3897/zookeys.705.19815;10.3897/zookeys.580.8153;10.3897/zookeys.669.11773;10.3897/zookeys.1019.59881,SR,"University, National Zoological Collection of Suriname",,Suriname,GN
7,PUCE,ZooKeys,10.3897/zookeys.768.24423;10.3897/zookeys.838.33086;10.3897/zookeys.788.26325,,,,,
12,CBDG,ZooKeys,10.3897/zookeys.768.24423;10.3897/zookeys.705.19815;10.3897/zookeys.669.11773;10.3897/zookeys.1019.59881,,,,,
21,ZSFQ,ZooKeys,10.3897/zookeys.766.24523;10.3897/zookeys.673.12108,,,,,
17,MZUA,ZooKeys,10.3897/zookeys.766.24523;10.3897/zookeys.751.20541,,,,,
33,CORBIDI,ZooKeys;Evolutionary Systematics,10.3897/zookeys.766.24523;10.3897/zookeys.726.13864;10.3897/zookeys.630.9298;10.3897/zookeys.610.8507;10.3897/evolsyst.4.57578;10.3897/zookeys.594.8295;10.3897/zookeys.546.6533;10.3897/evolsyst.5.63674,PE,Centro de Ornitologia y Biodiversidad,,Peru,GS
24,LSUMZ,ZooKeys,10.3897/zookeys.766.24523;10.3897/zookeys.562.6124,US,"Louisiana State University, Musuem of Zoology",,United States,GN
9,EPN,ZooKeys,10.3897/zookeys.766.24523,EC,Escuela Polytecnica Nacional,,Ecuador,GS
5,QMOR,ZooKeys,10.3897/zookeys.765.24144,CA,Ouellet-Robert Entomological Collection,UNIVERSITY_COLLEGE,Canada,GN
3,CPUFMA,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.765.23157;10.3897/zse.94.22106,,,,,
4,IAECAS,ZooKeys,10.3897/zookeys.765.24366,,,,,
2,ANDA,MycoKeys,10.3897/mycokeys.17.10153,ID,Andalas University,HERBARIUM,Indonesia,GS
1,LY,MycoKeys,10.3897/mycokeys.17.10153,FR,Laboratoire de Mycologie associe au CNRS,,France,GN
1,TRTC,MycoKeys,10.3897/mycokeys.17.10153,CA,Royal Ontario Museum,HERBARIUM,Canada,GN
5,MSUT,MycoKeys,10.3897/mycokeys.17.10512,AL,"Museum of Natural History, Tirane",,Albania,GN
1,RAMK,MycoKeys,10.3897/mycokeys.17.10512,TH,Ramkhamhaeng University,HERBARIUM,Thailand,GS
6,WTU,MycoKeys,10.3897/mycokeys.18.10007,US,University of Washington,HERBARIUM,United States,GN
8,TENN,MycoKeys,10.3897/mycokeys.18.10007,US,University of Tennessee,HERBARIUM,United States,GN
1,AL,MycoKeys,10.3897/mycokeys.18.10007,DZ,Université d'Alger,HERBARIUM,Algeria,GS
1,OH,MycoKeys,10.3897/mycokeys.18.10007,CZ,Agricultural Museum of Praha,HERBARIUM,Czechia,GN
1,PA,MycoKeys,10.3897/mycokeys.18.10007,BR,Universidade Federal do Oeste do Pará,HERBARIUM,Brazil,GS
1,VA,MycoKeys,10.3897/mycokeys.18.10007,US,Department of Veterans Affairs,BIOMEDICAL_RESEARCH_INSTITUTE,United States,GN
3,GSMNP,MycoKeys,10.3897/mycokeys.18.10007,US,Great Smoky Mountains National Park,HERBARIUM,United States,GN
2,SFSU,MycoKeys,10.3897/mycokeys.18.10007,US,San Francisco State University,HERBARIUM,United States,GN
1,USAM,MycoKeys,10.3897/mycokeys.18.10007,US,University of South Alabama,HERBARIUM,United States,GN
1,GRM,MycoKeys,10.3897/mycokeys.18.10007,FR,Muséum d'Histoire Naturelle de Grenoble,MUSEUM,France,GN
4,MICH,MycoKeys;PhytoKeys,10.3897/mycokeys.18.10007;10.3897/phytokeys.75.9198,US,University of Michigan,HERBARIUM,United States,GN
1,NYS,MycoKeys,10.3897/mycokeys.18.10007,,,,,
35,UBC,MycoKeys;ZooKeys,10.3897/mycokeys.18.10007;10.3897/zookeys.646.10787;10.3897/zookeys.625.9891,CA,University of British Columbia,HERBARIUM,Canada,GN
52,HMAS,MycoKeys,10.3897/mycokeys.19.11174;10.3897/mycokeys.34.24221;10.3897/mycokeys.67.50068;10.3897/mycokeys.71.55009;10.3897/mycokeys.70.54149;10.3897/mycokeys.60.38186;10.3897/mycokeys.57.36628;10.3897/mycokeys.80.63816;10.3897/mycokeys.26.14506;10.3897/mycokeys.47.30740;10.3897/mycokeys.73.51424;10.3897/mycokeys.73.56905;10.3897/mycokeys.58.36723;10.3897/mycokeys.55.34527;10.3897/mycokeys.55.35015,CN,Chinese Academy of Sciences,HERBARIUM,China,GS
80,BJFC,MycoKeys,10.3897/mycokeys.20.11754;10.3897/mycokeys.22.12380;10.3897/mycokeys.29.21250;10.3897/mycokeys.30.23109;10.3897/mycokeys.37.25901;10.3897/mycokeys.56.36079;10.3897/mycokeys.40.28700;10.3897/mycokeys.50.32517;10.3897/mycokeys.52.34066;10.3897/mycokeys.69.54012;10.3897/mycokeys.72.51872;10.3897/mycokeys.68.53561;10.3897/mycokeys.62.47425;10.3897/mycokeys.61.46799;10.3897/mycokeys.60.46395;10.3897/mycokeys.57.38035;10.3897/mycokeys.56.35554;10.3897/mycokeys.48.31956;10.3897/mycokeys.39.26914;10.3897/mycokeys.77.59999;10.3897/mycokeys.79.65221;10.3897/mycokeys.80.63997;10.3897/mycokeys.32.23641;10.3897/mycokeys.34.22593;10.3897/mycokeys.48.31715,CN,Beijing Forestry University,HERBARIUM,China,GS
101,MFLU,MycoKeys;ZooKeys,10.3897/mycokeys.20.11754;10.3897/mycokeys.33.23670;10.3897/mycokeys.34.25124;10.3897/mycokeys.40.26918;10.3897/zookeys.556.6002;10.3897/mycokeys.70.54231;10.3897/mycokeys.70.53674;10.3897/mycokeys.70.52043;10.3897/mycokeys.65.49769;10.3897/mycokeys.61.47056;10.3897/mycokeys.46.32458;10.3897/mycokeys.43.29365;10.3897/mycokeys.38.28011;10.3897/mycokeys.76.58465;10.3897/mycokeys.78.61836;10.3897/mycokeys.79.60662;10.3897/mycokeys.51.32272,TH,Mae Fah Laung University Herbarium,,Thailand,GS
8,TNM,MycoKeys,10.3897/mycokeys.20.11754;10.3897/mycokeys.52.34066,TW,National Museum of Natural Science,HERBARIUM,"Taiwan, Province of China",GN
3,PRM,MycoKeys,10.3897/mycokeys.22.12380;10.3897/mycokeys.79.63908,CZ,National Museum,HERBARIUM,Czechia,GN
1,DSMZ,MycoKeys,10.3897/mycokeys.27.21254,DE,Deutsche Sammlung von Mikroorganismen und Zellkulturen GmbH,,Germany,GN
4,GDGM,MycoKeys,10.3897/mycokeys.28.21029;10.3897/mycokeys.51.32775;10.3897/mycokeys.61.47520,CN,"Guangdong Institute of Microbiology, Guangdong Academy of Sciences.",HERBARIUM,China,GS
5,SWFC,MycoKeys,10.3897/mycokeys.29.22086;10.3897/mycokeys.65.48660,CN,Southwest Forestry College,HERBARIUM,China,GS
11,BBH,MycoKeys,10.3897/mycokeys.33.23341;10.3897/mycokeys.72.55088;10.3897/mycokeys.71.55126;10.3897/mycokeys.58.36307,TH,National Science and Technology Development Agency,HERBARIUM,Thailand,GS
3,BCC,MycoKeys,10.3897/mycokeys.33.23341,TH,BIOTEC Culture Collection,LIVING_ORGANISM_COLLECTION,Thailand,GS
67,MFLUCC,MycoKeys,10.3897/mycokeys.33.23670;10.3897/mycokeys.34.25124;10.3897/mycokeys.70.54231;10.3897/mycokeys.70.53674;10.3897/mycokeys.70.52043;10.3897/mycokeys.63.49264;10.3897/mycokeys.46.32458;10.3897/mycokeys.43.29365;10.3897/mycokeys.43.25081;10.3897/mycokeys.38.28011,TH,Mae Fah Luang University Culture Collection,,Thailand,GS
51,CGMCC,MycoKeys,10.3897/mycokeys.34.24221;10.3897/mycokeys.47.30740;10.3897/mycokeys.40.23828;10.3897/mycokeys.73.51424;10.3897/mycokeys.73.56905;10.3897/mycokeys.68.52092;10.3897/mycokeys.57.36628;10.3897/mycokeys.55.35015;10.3897/mycokeys.48.32147;10.3897/mycokeys.44.30295;10.3897/mycokeys.76.57410;10.3897/mycokeys.26.14688;10.3897/mycokeys.26.14919;10.3897/mycokeys.47.29180;10.3897/mycokeys.43.25081,CN,"China General Microbiological Culture Collection Center, Chinese Academy of Sciences",,China,GS
21,HKAS,MycoKeys,10.3897/mycokeys.34.25124;10.3897/mycokeys.59.36823;10.3897/mycokeys.70.54149;10.3897/mycokeys.62.36633;10.3897/mycokeys.79.60662,CN,Cryptogamic Herbarium of Kunming Institute of Botany,,China,GS
22,ICMP,MycoKeys,10.3897/mycokeys.34.25124;10.3897/mycokeys.38.28011,NZ,International Collection of Micro-organisms from Plants,,New Zealand,GN
111,CBS,MycoKeys,10.3897/mycokeys.47.30740;10.3897/mycokeys.60.39069;10.3897/mycokeys.74.57824;10.3897/mycokeys.68.50035;10.3897/mycokeys.63.46836;10.3897/mycokeys.49.31904;10.3897/mycokeys.44.29742;10.3897/mycokeys.76.58406;10.3897/mycokeys.77.60862;10.3897/mycokeys.77.60077;10.3897/mycokeys.78.60063;10.3897/mycokeys.19.11161;10.3897/mycokeys.32.23754;10.3897/mycokeys.34.25974;10.3897/mycokeys.40.28636;10.3897/mycokeys.74.53433;10.3897/mycokeys.75.57192;10.3897/mycokeys.68.51667;10.3897/mycokeys.59.37966,NL,"Centraalbureau voor Schimmelcultures, Fungal and Yeast Collection",,Netherlands,GN
1,KR,MycoKeys,10.3897/mycokeys.48.30350,DE,Staatliches Museum für Naturkunde Karlsruhe,HERBARIUM,Germany,GN
27,PREM,MycoKeys,10.3897/mycokeys.60.39069;10.3897/mycokeys.76.58406,ZA,Plant Protection Research Institute,HERBARIUM,South Africa,GS
11,NHMO,Nota Lepidopterologica;ZooKeys,10.3897/nl.40.11184;10.3897/nl.39.9090;10.3897/zookeys.992.55977,NO,"Natural History Museum, University of Oslo",MUSEUM,Norway,GN
13,ZMKU,Nota Lepidopterologica;ZooKeys,10.3897/nl.40.13085;10.3897/nl.41.23395;10.3897/zookeys.846.33200;10.3897/zookeys.1023.61081;10.3897/zookeys.1036.64880,UA,Kiev Zoological Museum,,Ukraine,GS
1,MCVR,Nota Lepidopterologica,10.3897/nl.41.22840,,,,,
4,NF,PhytoKeys,10.3897/phytokeys.109.27566;10.3897/phytokeys.119.32148,CN,Nanjing Forestry University,HERBARIUM,China,GS
6,PE,PhytoKeys,10.3897/phytokeys.109.27566;10.3897/phytokeys.79.11215;10.3897/phytokeys.148.48510;10.3897/phytokeys.161.53010,CN,"Institute of Botany, Chinese Academy of Sciences",HERBARIUM,China,GS
21,KUN,PhytoKeys;MycoKeys;ZooKeys,10.3897/phytokeys.109.27566;10.3897/phytokeys.130.35047;10.3897/phytokeys.130.34153;10.3897/phytokeys.157.32729;10.3897/phytokeys.166.58831;10.3897/phytokeys.157.50246;10.3897/phytokeys.156.49137;10.3897/mycokeys.67.51020;10.3897/zookeys.568.7733;10.3897/phytokeys.171.59562;10.3897/phytokeys.177.63346,CN,"Kunming Institute of Botany, Chinese Academy of Sciences",HERBARIUM,China,GS
3,SIFS,PhytoKeys,10.3897/phytokeys.109.27566,CN,Sichuan Forestry School,HERBARIUM,China,GS
12,SING,PhytoKeys,10.3897/phytokeys.110.25846;10.3897/phytokeys.89.20875;10.3897/phytokeys.73.9737;10.3897/phytokeys.68.8803;10.3897/phytokeys.62.8101;10.3897/phytokeys.174.62023,SG,Singapore Botanic Gardens,HERBARIUM,Singapore,GN
