numTreatments,instCode,journals,dois
23,UFRJ,Zoosystematics and Evolution;ZooKeys,10.3897/zse.94.29872;10.3897/zse.94.28085;10.3897/zse.94.21321;10.3897/zse.93.20906;10.3897/zse.94.22106;10.3897/zookeys.645.10920;10.3897/zookeys.640.9690;10.3897/zse.96.46509;10.3897/zse.96.48952;10.3897/zse.94.22685;10.3897/zookeys.771.24921;10.3897/zse.97.61006
1,UFRGS,Zoosystematics and Evolution,10.3897/zse.94.29115
1,ZVC-P,Zoosystematics and Evolution,10.3897/zse.94.29115
1,UDCC,Zoosystematics and Evolution,10.3897/zse.94.26859
15,NKU,Zoosystematics and Evolution;ZooKeys,10.3897/zse.94.25460;10.3897/zookeys.840.30434;10.3897/zookeys.686.13680;10.3897/zookeys.1036.63814;10.3897/zookeys.1040.66527
5,SDNU,Zoosystematics and Evolution;ZooKeys,10.3897/zse.94.25460;10.3897/zookeys.744.22421;10.3897/zookeys.686.13680
13,UADBA,Zoosystematics and Evolution,10.3897/zse.94.21037;10.3897/zse.92.9945;10.3897/zse.93.10188
4,UTA,Zoosystematics and Evolution,10.3897/zse.94.22120
39,CAU,Zoosystematics and Evolution;ZooKeys,10.3897/zse.94.21651;10.3897/zookeys.789.26165;10.3897/zookeys.760.22595;10.3897/zookeys.750.23382;10.3897/zookeys.724.21057;10.3897/zookeys.716.13916;10.3897/zookeys.867.36247;10.3897/zookeys.843.31885;10.3897/zookeys.931.49671;10.3897/zookeys.971.35875;10.3897/zookeys.973.46384;10.3897/zookeys.637.10310;10.3897/zookeys.982.49781;10.3897/zookeys.604.8377;10.3897/zookeys.589.7320;10.3897/zookeys.1015.57451;10.3897/zookeys.917.46887
56,SAMA,Zoosystematics and Evolution;ZooKeys,10.3897/zse.93.11576;10.3897/zse.92.7629;10.3897/zookeys.846.33200;10.3897/zookeys.700.11784;10.3897/zookeys.598.9229;10.3897/zookeys.653.11177;10.3897/zookeys.562.6052;10.3897/zookeys.1012.57172;10.3897/zookeys.658.11227;10.3897/zookeys.520.6185
16,PNGNM,Zoosystematics and Evolution,10.3897/zse.93.11576;10.3897/zse.92.7629
23,SMNH,Zoosystematics and Evolution;ZooKeys,10.3897/zse.93.11314;10.3897/zookeys.724.21415;10.3897/zookeys.840.33878;10.3897/zookeys.915.47563;10.3897/zookeys.876.36743;10.3897/zookeys.1010.58759
37,MRAC,Zoosystematics and Evolution;ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/zse.93.11041;10.3897/zookeys.944.49921;10.3897/zookeys.963.54714;10.3897/dez.68.60193;10.3897/zookeys.785.27422;10.3897/zookeys.708.14072;10.3897/zookeys.657.11076
114,INPA,Zoosystematics and Evolution;ZooKeys;Journal of Hymenoptera Research;PhytoKeys,10.3897/zse.92.10049;10.3897/zookeys.896.36493;10.3897/jhr.51.9634;10.3897/jhr.71.35754;10.3897/zookeys.768.24423;10.3897/zookeys.714.11503;10.3897/zookeys.699.12031;10.3897/phytokeys.63.7368;10.3897/phytokeys.134.37979;10.3897/zookeys.526.6128;10.3897/zookeys.678.5978;10.3897/zookeys.553.5988;10.3897/zookeys.558.6671;10.3897/zookeys.631.10718;10.3897/zookeys.612.7851;10.3897/zookeys.603.7335;10.3897/zookeys.571.5983;10.3897/zookeys.1019.59881;10.3897/jhr.81.60048;10.3897/zookeys.1025.60442;10.3897/zookeys.1033.60686;10.3897/phytokeys.169.57996
17,KUZ,Zoosystematics and Evolution;ZooKeys,10.3897/zse.91.7616;10.3897/zookeys.668.12181;10.3897/zookeys.553.6723;10.3897/zse.97.64473
3,NOAA,Zoosystematics and Evolution;ZooKeys,10.3897/zse.92.5789;10.3897/zookeys.641.11500
6,GCRL,Zoosystematics and Evolution;ZooKeys,10.3897/zse.92.5789;10.3897/zse.92.5581;10.3897/zookeys.571.7440
22,KSMA,ZooKeys;Journal of Hymenoptera Research;Deutsche Entomologische Zeitschrift,10.3897/zookeys.898.37531;10.3897/jhr.69.32561;10.3897/zookeys.742.22854;10.3897/zookeys.716.21150;10.3897/zookeys.979.52059;10.3897/zookeys.977.56314;10.3897/jhr.76.38340;10.3897/dez.67.46662;10.3897/zookeys.1029.63940;10.3897/jhr.82.65252;10.3897/zookeys.771.24165;10.3897/zookeys.545.6308;10.3897/jhr.76.50193
3,WMLC,ZooKeys,10.3897/zookeys.898.37531;10.3897/zookeys.545.6308
194,CASC,ZooKeys,10.3897/zookeys.898.37531;10.3897/zookeys.798.28606;10.3897/zookeys.724.21057;10.3897/zookeys.863.33183;10.3897/zookeys.690.13751;10.3897/zookeys.905.39592;10.3897/zookeys.949.51269;10.3897/zookeys.681.13187;10.3897/zookeys.1001.58447;10.3897/zookeys.770.24908;10.3897/zookeys.767.21105;10.3897/zookeys.670.11839;10.3897/zookeys.572.7177;10.3897/zookeys.627.8629;10.3897/zookeys.616.9532
27,SMNS,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.898.47118;10.3897/zookeys.853.33311;10.3897/zookeys.901.39432;10.3897/jhr.79.55899;10.3897/zookeys.562.6124;10.3897/zookeys.1036.66435
1,MNHK,ZooKeys,10.3897/zookeys.898.47118
16,ELKU,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.897.38529;10.3897/jhr.63.23671;10.3897/zookeys.668.11896;10.3897/jhr.80.56178;10.3897/zookeys.775.24945;10.3897/zookeys.736.20739;10.3897/zookeys.651.10336;10.3897/zookeys.958.54300;10.3897/zookeys.656.8914;10.3897/zookeys.571.7780
2,KGU,ZooKeys,10.3897/zookeys.897.38529
4,OPU,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.897.38529;10.3897/jhr.79.56162;10.3897/zookeys.736.20739;10.3897/zookeys.601.7782
60,CSCA,ZooKeys,10.3897/zookeys.896.36493;10.3897/zookeys.778.25775;10.3897/zookeys.528.6001;10.3897/zookeys.541.6643;10.3897/zookeys.618.8059;10.3897/zookeys.1001.58447;10.3897/zookeys.594.7750;10.3897/zookeys.1007.60012;10.3897/zookeys.984.53587
63,LACM,ZooKeys;Journal of Orthoptera Research,10.3897/zookeys.896.36493;10.3897/zookeys.755.23939;10.3897/zookeys.667.6080;10.3897/zookeys.622.9411;10.3897/zookeys.614.8843;10.3897/zookeys.562.6124;10.3897/zookeys.546.6175;10.3897/jor.28.30143
4,UFPR,ZooKeys,10.3897/zookeys.896.36493;10.3897/zookeys.980.56807
23,NHMSU,ZooKeys,10.3897/zookeys.894.38327;10.3897/zookeys.790.25793;10.3897/zookeys.777.24917;10.3897/zookeys.661.10677;10.3897/zookeys.988.56188
6,TAMUIC,ZooKeys,10.3897/zookeys.893.47059;10.3897/zookeys.711.17766
20,ECOSUR,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.893.39594;10.3897/jhr.55.12209;10.3897/zookeys.671.12052;10.3897/zookeys.546.6175;10.3897/zookeys.1016.55071
5,UANL,ZooKeys,10.3897/zookeys.893.39594;10.3897/zookeys.530.6064;10.3897/zookeys.614.8843
1,UNM,ZooKeys,10.3897/zookeys.892.38868
8,BNHS,ZooKeys;Zoosystematics and Evolution;Evolutionary Systematics,10.3897/zookeys.892.39524;10.3897/zookeys.577.7848;10.3897/zse.96.48431;10.3897/evolsyst.5.61667;10.3897/evolsyst.5.62929
1,USMMC,ZooKeys,10.3897/zookeys.892.39524
13,SYSU,ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/zookeys.889.34690;10.3897/zookeys.738.21711;10.3897/dez.67.50078;10.3897/dez.68.66200
4,GZNULS,ZooKeys,10.3897/zookeys.889.38909;10.3897/zookeys.889.38296;10.3897/zookeys.809.31162;10.3897/zookeys.722.13265
5,ZDAMU,ZooKeys,10.3897/zookeys.889.34942;10.3897/zookeys.889.36436
74,SAMC,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.889.38638;10.3897/zookeys.798.28606;10.3897/zookeys.796.21429;10.3897/jhr.63.12754;10.3897/jhr.73.33876;10.3897/zookeys.783.26872;10.3897/zookeys.746.14885;10.3897/zookeys.841.32364;10.3897/zookeys.676.12987;10.3897/zookeys.565.7185;10.3897/zookeys.667.11414;10.3897/zookeys.657.11623;10.3897/zookeys.640.10334;10.3897/zookeys.636.10216;10.3897/jhr.79.56042;10.3897/zookeys.539.6529;10.3897/zookeys.1007.55543;10.3897/zookeys.585.7503
35,MNCN,ZooKeys;Journal of Hymenoptera Research;Subterranean Biology;Nota Lepidopterologica,10.3897/zookeys.888.37816;10.3897/zookeys.800.26292;10.3897/jhr.52.10067;10.3897/zookeys.782.26797;10.3897/zookeys.779.26944;10.3897/subtbiol.25.23364;10.3897/zookeys.759.22981;10.3897/zookeys.740.14640;10.3897/zookeys.709.14877;10.3897/zookeys.688.11261;10.3897/zookeys.539.6157;10.3897/zookeys.987.51366;10.3897/zookeys.601.8241;10.3897/jhr.82.64657;10.3897/nl.40.14528;10.3897/zookeys.957.52565;10.3897/subtbiol.38.66254
15,UFMG,ZooKeys;Subterranean Biology;Journal of Hymenoptera Research,10.3897/zookeys.814.29906;10.3897/zookeys.724.20680;10.3897/zookeys.589.7951;10.3897/zookeys.622.8682;10.3897/subtbiol.36.54034;10.3897/jhr.81.60048
11,ZSI,ZooKeys,10.3897/zookeys.811.29187;10.3897/zookeys.1040.64280;10.3897/zookeys.783.25225;10.3897/zookeys.864.33678;10.3897/zookeys.604.8203
5,MGE,ZooKeys,10.3897/zookeys.811.29187
2,MNCNM,ZooKeys,10.3897/zookeys.810.26910
2,UW,ZooKeys,10.3897/zookeys.809.29280
138,TAMU,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.809.30647;10.3897/zookeys.796.21285;10.3897/jhr.54.10457;10.3897/zookeys.787.26948;10.3897/zookeys.778.25775;10.3897/zookeys.747.22731;10.3897/zookeys.702.14728;10.3897/zookeys.528.6001;10.3897/zookeys.1001.58447;10.3897/zookeys.1027.54888
6,HIST,ZooKeys,10.3897/zookeys.808.29433;10.3897/zookeys.825.31663
8,CAUC,ZooKeys,10.3897/zookeys.808.29433;10.3897/zookeys.725.21267;10.3897/zookeys.520.9558
72,IZAS,ZooKeys,10.3897/zookeys.806.30051;10.3897/zookeys.738.19884;10.3897/zookeys.721.13918;10.3897/zookeys.647.11247;10.3897/zookeys.953.52282;10.3897/zookeys.997.58125;10.3897/zookeys.604.9049;10.3897/zookeys.1017.61383;10.3897/zookeys.881.34821;10.3897/zookeys.799.28834;10.3897/zookeys.758.24169;10.3897/zookeys.536.5982;10.3897/zookeys.552.6096;10.3897/zookeys.635.9915;10.3897/zookeys.614.6156;10.3897/zookeys.1009.61515
3,UNTAD,ZooKeys,10.3897/zookeys.805.24834
53,MUSM,ZooKeys,10.3897/zookeys.803.28124;10.3897/zookeys.788.26325;10.3897/zookeys.707.20759;10.3897/zookeys.673.13050;10.3897/zookeys.660.11394;10.3897/zookeys.994.56277;10.3897/zookeys.1001.58447;10.3897/zookeys.774.25332;10.3897/zookeys.766.24523;10.3897/zookeys.541.6297;10.3897/zookeys.935.50492;10.3897/zookeys.645.11221;10.3897/zookeys.996.53958
20,MALUZ,ZooKeys,10.3897/zookeys.803.28124;10.3897/zookeys.768.24423;10.3897/zookeys.669.11773;10.3897/zookeys.1019.59881
57,ZMMU,ZooKeys,10.3897/zookeys.802.30236;10.3897/zookeys.791.28775;10.3897/zookeys.717.21885;10.3897/zookeys.906.47978;10.3897/zookeys.675.13252;10.3897/zookeys.672.10624;10.3897/zookeys.635.10487;10.3897/zookeys.632.10130;10.3897/zookeys.630.10397;10.3897/zookeys.993.59932;10.3897/zookeys.558.6521;10.3897/zookeys.1019.61496;10.3897/zookeys.1035.65767
5,ZMUI,ZooKeys;Subterranean Biology,10.3897/zookeys.802.30236;10.3897/subtbiol.24.20985
4,ZUTC,ZooKeys,10.3897/zookeys.801.23340;10.3897/zookeys.522.6056;10.3897/zookeys.582.7199
2,IRIPP,ZooKeys,10.3897/zookeys.801.23340;10.3897/zookeys.582.7199
136,TLMF,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.800.26292;10.3897/nl.40.11184;10.3897/nl.42.33412;10.3897/nl.38.5058;10.3897/nl.43.50430;10.3897/zookeys.963.54842;10.3897/zookeys.684.13383;10.3897/nl.43.54916;10.3897/zookeys.992.53975;10.3897/nl.39.9090;10.3897/zookeys.596.8725;10.3897/zookeys.586.8375;10.3897/nl.43.38538
9,ZMHU,ZooKeys,10.3897/zookeys.800.26292
3,BFUS,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.800.26292;10.3897/nl.39.6760
19,MZH,ZooKeys;Journal of Hymenoptera Research;Nota Lepidopterologica,10.3897/zookeys.800.26292;10.3897/jhr.67.28810;10.3897/nl.41.23395;10.3897/zookeys.584.8171;10.3897/nl.43.54916;10.3897/zookeys.992.53975
8,LMK,ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/zookeys.800.26292;10.3897/dez.63.7556;10.3897/zookeys.963.54842
3,MHNT,ZooKeys,10.3897/zookeys.800.26292
21,USDA,ZooKeys;PhytoKeys,10.3897/zookeys.797.29138;10.3897/phytokeys.115.31704;10.3897/zookeys.527.6087;10.3897/zookeys.532.6587;10.3897/zookeys.591.7731;10.3897/zookeys.546.6443
15,UHIM,ZooKeys,10.3897/zookeys.797.29138;10.3897/zookeys.876.38096;10.3897/zookeys.973.55327
4,CTAHR,ZooKeys,10.3897/zookeys.797.29138
14,WFBM,ZooKeys,10.3897/zookeys.797.29138;10.3897/zookeys.876.38096
33,INBIO,ZooKeys;Journal of Orthoptera Research,10.3897/zookeys.796.22517;10.3897/zookeys.853.30317;10.3897/jor.29.51328;10.3897/zookeys.1001.58447;10.3897/zookeys.557.7087
8,MMBC,ZooKeys,10.3897/zookeys.796.22517;10.3897/zookeys.796.24540
42,UNAM,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.796.20702;10.3897/jhr.55.12209;10.3897/jhr.58.12919;10.3897/zookeys.788.26885;10.3897/zookeys.747.24351;10.3897/zookeys.569.5984;10.3897/zookeys.671.12052;10.3897/zookeys.974.54536;10.3897/zookeys.987.51366;10.3897/jhr.63.24491
27,UCR,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.796.20702;10.3897/zookeys.796.21432;10.3897/zookeys.755.23939;10.3897/zookeys.646.11411;10.3897/zookeys.974.54536;10.3897/zookeys.629.10828;10.3897/jhr.76.48004
81,ZISP,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.796.21432;10.3897/zookeys.796.21429;10.3897/zookeys.796.21877;10.3897/jhr.52.10067;10.3897/jhr.58.12919;10.3897/jhr.62.21858;10.3897/zookeys.747.24351;10.3897/zookeys.723.21668;10.3897/zookeys.946.51780;10.3897/zookeys.672.10624;10.3897/zookeys.651.11235;10.3897/zookeys.974.54536;10.3897/zookeys.615.9311;10.3897/jhr.79.56481;10.3897/jhr.79.56839;10.3897/jhr.79.57887;10.3897/zookeys.999.58747;10.3897/zookeys.582.7426;10.3897/jhr.80.58737;10.3897/zookeys.1036.56919;10.3897/JHR.45.5313
23,KU,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.796.21432;10.3897/zookeys.766.24523;10.3897/zse.93.10188
6,UCB,ZooKeys,10.3897/zookeys.796.21432
6,UCD,ZooKeys,10.3897/zookeys.796.21432
8,PPRI,ZooKeys,10.3897/zookeys.796.21429
8,UNSW,ZooKeys,10.3897/zookeys.796.21429
26,IBUNAM,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.796.21285;10.3897/zookeys.646.10787;10.3897/jhr.82.62345
1,MPUJ_ENT,ZooKeys,10.3897/zookeys.796.22058
1,UFVB,ZooKeys,10.3897/zookeys.796.20801
50,US,ZooKeys;PhytoKeys,10.3897/zookeys.796.21293;10.3897/phytokeys.77.11190;10.3897/phytokeys.76.11637;10.3897/phytokeys.76.10808;10.3897/phytokeys.75.10015;10.3897/phytokeys.74.10380;10.3897/phytokeys.74.9835;10.3897/phytokeys.74.10159;10.3897/phytokeys.69.9292;10.3897/phytokeys.69.8844;10.3897/phytokeys.65.7024;10.3897/phytokeys.63.8198;10.3897/phytokeys.58.5292;10.3897/phytokeys.57.6489;10.3897/phytokeys.57.5784;10.3897/phytokeys.75.10328;10.3897/zookeys.647.10960;10.3897/phytokeys.169.58107
31,OMNH,ZooKeys;Journal of Hymenoptera Research;Deutsche Entomologische Zeitschrift,10.3897/zookeys.796.21353;10.3897/jhr.62.23559;10.3897/zookeys.636.10592;10.3897/zookeys.990.55542;10.3897/zookeys.1006.58874;10.3897/dez.68.59641
134,NMNH,Journal of Hymenoptera Research;ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/JHR.50.8220;10.3897/jhr.53.10369;10.3897/zookeys.793.26712;10.3897/zookeys.780.26977;10.3897/zookeys.742.22900;10.3897/zookeys.742.21819;10.3897/zookeys.714.15113;10.3897/zookeys.841.29570;10.3897/dez.63.8977;10.3897/zookeys.544.6074;10.3897/zookeys.927.49584;10.3897/zookeys.635.10535;10.3897/zookeys.626.10033;10.3897/zookeys.625.8729;10.3897/zookeys.615.9530;10.3897/zookeys.604.9049;10.3897/zookeys.533.6004;10.3897/zookeys.1017.50619;10.3897/zookeys.1016.61397;10.3897/zookeys.1040.64280
37,CNIN,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.51.9634;10.3897/zookeys.747.22731;10.3897/zookeys.736.21628;10.3897/zookeys.702.14728;10.3897/zookeys.681.12522;10.3897/zookeys.993.49434;10.3897/zookeys.589.8291
8,TAMU-ENTO,Journal of Hymenoptera Research,10.3897/jhr.54.10457
4,CNC HYMEN,Journal of Hymenoptera Research,10.3897/jhr.54.10457
6,MLP,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.54.10096;10.3897/zookeys.610.9465;10.3897/zookeys.796.21431
48,BBSL,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.55.12209;10.3897/zookeys.755.23939;10.3897/zookeys.591.7731
205,SEMC,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.55.12209;10.3897/jhr.61.20345;10.3897/jhr.69.32561;10.3897/zookeys.768.24423;10.3897/zookeys.716.21150;10.3897/zookeys.705.19815;10.3897/zookeys.537.6115;10.3897/zookeys.601.9499;10.3897/zookeys.664.11881;10.3897/zookeys.904.48592;10.3897/zookeys.622.9155;10.3897/zookeys.669.11773;10.3897/zookeys.973.54026;10.3897/zookeys.617.9178;10.3897/zookeys.1001.58447;10.3897/zookeys.557.7087;10.3897/zookeys.714.15113;10.3897/zookeys.1019.59881;10.3897/zookeys.1025.60442
7,CNU,Journal of Hymenoptera Research,10.3897/jhr.56.10388;10.3897/jhr.73.32256
34,NZAC,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.57.12892;10.3897/zookeys.707.12649;10.3897/zookeys.554.6120;10.3897/zookeys.879.37684
31,QMBA,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.57.12892;10.3897/zookeys.556.6126
28,ROM,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.57.12892;10.3897/jhr.70.34206;10.3897/zookeys.759.24742;10.3897/zookeys.551.6168;10.3897/zookeys.691.13595;10.3897/zookeys.594.8295;10.3897/zookeys.562.6124
18,NWUX,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.57.11766;10.3897/jhr.62.23196;10.3897/zookeys.663.11874;10.3897/zookeys.926.47270;10.3897/zookeys.1038.64978;10.3897/JHR.45.5069;10.3897/jhr.52.9806;10.3897/zookeys.537.6592;10.3897/zookeys.612.9751
14,UAT,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.58.12919;10.3897/zookeys.974.54536;10.3897/jhr.55.11452
8,NMK,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.61.21015;10.3897/zookeys.725.15059;10.3897/zookeys.963.53470
7,ELMU,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.63.23671;10.3897/jhr.80.56178;10.3897/zookeys.990.55542
65,NMBE,Journal of Hymenoptera Research;ZooKeys;Subterranean Biology,10.3897/jhr.63.12754;10.3897/zookeys.795.29339;10.3897/zookeys.529.6139;10.3897/zookeys.675.12453;10.3897/subtbiol.36.58977;10.3897/zookeys.769.25258
20,NMP,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.63.12754;10.3897/zookeys.753.22366;10.3897/zookeys.615.9179;10.3897/zookeys.1024.56927;10.3897/zookeys.1035.65767
11,UCFC,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.64.24282;10.3897/zookeys.787.26948
63,NHM,Journal of Hymenoptera Research;ZooKeys;Nota Lepidopterologica;Zoosystematics and Evolution;Deutsche Entomologische Zeitschrift,10.3897/jhr.67.28810;10.3897/zookeys.777.24729;10.3897/zookeys.707.12649;10.3897/nl.40.10440;10.3897/zookeys.935.50492;10.3897/zookeys.679.12547;10.3897/zookeys.675.13252;10.3897/zookeys.1008.60704;10.3897/zse.97.59143;10.3897/zookeys.1025.60442;10.3897/JHR.46.5155;10.3897/dez.63.8386;10.3897/zookeys.623.10205;10.3897/zookeys.592.8118;10.3897/zookeys.571.7356
71,MZLU,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.67.28810;10.3897/zookeys.778.25775;10.3897/zookeys.565.7185;10.3897/zookeys.963.53470;10.3897/zookeys.648.10935;10.3897/zookeys.579.7716;10.3897/zookeys.1019.60364
16,RPSP,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.67.29733;10.3897/zookeys.539.6529;10.3897/jhr.81.60048
6,NBCN,Journal of Hymenoptera Research,10.3897/jhr.68.30131
2,GXNU,Journal of Hymenoptera Research,10.3897/jhr.68.30784
14,BME,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.70.34206;10.3897/jhr.81.60048;10.3897/zookeys.851.31802
8,MSNVE,Journal of Hymenoptera Research,10.3897/jhr.71.35754
17,MNHNPY,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.71.35754;10.3897/zookeys.648.10935
2,CNUB,Journal of Hymenoptera Research,10.3897/jhr.72.35502;10.3897/jhr.81.57792
29,ZJUH,Journal of Hymenoptera Research;Deutsche Entomologische Zeitschrift;ZooKeys,10.3897/jhr.72.39333;10.3897/dez.67.57668;10.3897/zookeys.1038.55258;10.3897/zookeys.1038.64978;10.3897/JHR.45.5069;10.3897/zookeys.722.14799;10.3897/zookeys.639.10893;10.3897/zookeys.629.10167
2,LP,Journal of Hymenoptera Research,10.3897/jhr.72.38908
10,MZUCR,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.72.38908;10.3897/zookeys.1019.60364;10.3897/zookeys.629.10828;10.3897/zookeys.628.9805;10.3897/zookeys.1032.63431
4,ZSIC,Journal of Hymenoptera Research,10.3897/jhr.73.34262
4,CEAM,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.73.38025;10.3897/zookeys.579.7716
6,MNNC,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.795.27070;10.3897/nl.41.28570;10.3897/nl.42.38341;10.3897/nl.43.57965
35,ANSP,ZooKeys;Zoosystematics and Evolution;Journal of Orthoptera Research,10.3897/zookeys.795.29339;10.3897/zookeys.794.26789;10.3897/zse.95.33880;10.3897/zookeys.675.12453;10.3897/zookeys.601.9040;10.3897/zookeys.594.7750;10.3897/jor.28.30143
49,UF,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.795.29339;10.3897/zookeys.794.26789;10.3897/zookeys.790.28134;10.3897/zookeys.780.25859;10.3897/zookeys.780.26388;10.3897/zookeys.842.33052;10.3897/zookeys.614.8807;10.3897/zookeys.675.12453;10.3897/zookeys.617.10040;10.3897/zookeys.595.8626;10.3897/zse.97.59143
38,CM,ZooKeys,10.3897/zookeys.795.29339;10.3897/zookeys.675.12453;10.3897/zookeys.562.6124
6,MUPADI,ZooKeys,10.3897/zookeys.795.29339
25,DHMECN,ZooKeys,10.3897/zookeys.794.26936;10.3897/zookeys.852.24557;10.3897/zookeys.766.24523;10.3897/zookeys.751.20541
59,QCAZ,ZooKeys;Evolutionary Systematics,10.3897/zookeys.794.26936;10.3897/zookeys.777.26017;10.3897/zookeys.766.24523;10.3897/zookeys.726.13864;10.3897/zookeys.673.12108;10.3897/evolsyst.1.14969;10.3897/zookeys.593.8063;10.3897/zookeys.993.53559;10.3897/zookeys.606.9121;10.3897/zookeys.546.6533
2,UVC,ZooKeys,10.3897/zookeys.794.26936
28,ZUEC,ZooKeys,10.3897/zookeys.794.26789;10.3897/zookeys.786.27382;10.3897/zookeys.571.5983;10.3897/zookeys.561.7263;10.3897/zookeys.546.6175
18,MECN,ZooKeys,10.3897/zookeys.793.26712;10.3897/zookeys.780.26977;10.3897/zookeys.707.20759;10.3897/zookeys.593.8063;10.3897/zookeys.640.10344;10.3897/zookeys.594.8295
18,UMSP,ZooKeys,10.3897/zookeys.793.26712;10.3897/zookeys.780.26977;10.3897/zookeys.640.10344;10.3897/zookeys.984.53587
39,ZMUM,ZooKeys,10.3897/zookeys.793.29221;10.3897/zookeys.742.23471;10.3897/zookeys.725.22014;10.3897/zookeys.669.12561;10.3897/zookeys.693.14769;10.3897/zookeys.577.7825;10.3897/zookeys.833.32413;10.3897/zookeys.898.39265;10.3897/zookeys.761.24214;10.3897/zookeys.760.24837;10.3897/zookeys.722.21192;10.3897/zookeys.625.8711;10.3897/zookeys.1040.66209
2,PSU,ZooKeys,10.3897/zookeys.793.29221;10.3897/zookeys.693.14769
59,MNCR,ZooKeys,10.3897/zookeys.792.28034;10.3897/zookeys.863.33183;10.3897/zookeys.668.11350;10.3897/zookeys.631.10718;10.3897/zookeys.617.9178;10.3897/zookeys.1001.58447;10.3897/zookeys.1024.56927
61,MPEG,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.790.24745;10.3897/zookeys.778.25775;10.3897/zookeys.753.20805;10.3897/zookeys.726.19778;10.3897/zookeys.589.7951;10.3897/zookeys.648.10935;10.3897/zookeys.622.8682;10.3897/zookeys.571.5983;10.3897/zookeys.1031.56035;10.3897/zookeys.1031.62181;10.3897/jhr.81.60048
4,DBET,ZooKeys,10.3897/zookeys.789.27022;10.3897/zookeys.523.6103;10.3897/zookeys.899.46933
2,NHMC,ZooKeys,10.3897/zookeys.789.27022
3,EMIH,ZooKeys,10.3897/zookeys.789.26165
7,MSU,ZooKeys;MycoKeys,10.3897/zookeys.788.26282;10.3897/mycokeys.30.22887;10.3897/zookeys.1027.54888
2,SDMC,ZooKeys,10.3897/zookeys.788.26282
1,CSUC,ZooKeys,10.3897/zookeys.788.26282
1,DNHC,ZooKeys,10.3897/zookeys.788.26282
25,UAIC,ZooKeys,10.3897/zookeys.788.26885;10.3897/zookeys.1007.60012
32,CUAC,ZooKeys,10.3897/zookeys.787.26948;10.3897/zookeys.688.19867;10.3897/zookeys.685.13811;10.3897/zookeys.656.10738
97,LSAM,ZooKeys,10.3897/zookeys.787.26948;10.3897/zookeys.685.13811;10.3897/zookeys.1001.58447;10.3897/zookeys.1016.61397
18,TMMC,ZooKeys,10.3897/zookeys.787.26948
17,ASUIC,ZooKeys,10.3897/zookeys.787.26948
5,UAAM,ZooKeys,10.3897/zookeys.787.26948
2,PSUNHM,ZooKeys,10.3897/zookeys.787.28098
32,AMS,ZooKeys,10.3897/zookeys.786.28539;10.3897/zookeys.756.24397;10.3897/zookeys.864.34521;10.3897/zookeys.521.5995;10.3897/zookeys.740.22712;10.3897/zookeys.638.10883;10.3897/zookeys.562.6052
2,AIM,ZooKeys,10.3897/zookeys.786.28539
3,NMNZ,ZooKeys,10.3897/zookeys.786.28539;10.3897/zookeys.740.22712
1,USC,ZooKeys,10.3897/zookeys.786.26553
